,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
320694,565070,85032D,,171,2011-08-31 17:18:00,0.0,,United Kingdom
320722,565084,23309,SET OF 60 I LOVE LONDON CAKE CASES ,120,2011-09-01 09:39:00,0.42,17306.0,United Kingdom
320724,565084,22988,SOLDIERS EGG CUP ,144,2011-09-01 09:39:00,1.06,17306.0,United Kingdom
320727,565084,22616,PACK OF 12 LONDON TISSUES ,432,2011-09-01 09:39:00,0.25,17306.0,United Kingdom
320803,565093,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-09-01 10:38:00,0.55,13408.0,United Kingdom
320854,565116,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,2011-09-01 11:30:00,0.72,13089.0,United Kingdom
321039,565122,16259,PIECE OF CAMO STATIONERY SET,108,2011-09-01 11:48:00,0.08,13069.0,United Kingdom
321040,565122,84568,GIRLS ALPHABET IRON ON PATCHES ,1440,2011-09-01 11:48:00,0.17,13069.0,United Kingdom
321086,565126,10133,COLOURING PENCILS BROWN TUBE,140,2011-09-01 12:17:00,0.42,17653.0,United Kingdom
321087,565126,20984,12 PENCILS TALL TUBE POSY,240,2011-09-01 12:17:00,0.29,17653.0,United Kingdom
321199,565139,21086,SET/6 RED SPOTTY PAPER CUPS,216,2011-09-01 12:50:00,0.53,16422.0,United Kingdom
321359,565150,17003,BROCADE RING PURSE ,108,2011-09-01 14:26:00,0.25,14298.0,United Kingdom
321368,565150,72232,FENG SHUI PILLAR CANDLE,144,2011-09-01 14:26:00,0.19,14298.0,United Kingdom
321380,565150,84660A,WHITE STITCHED WALL CLOCK,120,2011-09-01 14:26:00,0.79,14298.0,United Kingdom
321668,565181,21889,WOODEN BOX OF DOMINOES,216,2011-09-01 15:52:00,1.25,17381.0,United Kingdom
321669,565181,21791,VINTAGE HEADS AND TAILS CARD GAME ,216,2011-09-01 15:52:00,1.06,17381.0,United Kingdom
321670,565181,22555,PLASTERS IN TIN STRONGMAN,192,2011-09-01 15:52:00,1.65,17381.0,United Kingdom
321671,565181,22659,LUNCH BOX I LOVE LONDON,192,2011-09-01 15:52:00,1.65,17381.0,United Kingdom
321673,565181,21703,BAG 125g SWIRLY MARBLES,480,2011-09-01 15:52:00,0.42,17381.0,United Kingdom
321974,565217,21422,PORCELAIN ROSE SMALL,288,2011-09-01 17:40:00,0.72,13099.0,United Kingdom
322055,565221,21326,AGED GLASS SILVER T-LIGHT HOLDER,144,2011-09-01 18:49:00,0.55,16525.0,United Kingdom
322130,565228,21891,TRADITIONAL WOODEN SKIPPING ROPE,288,2011-09-02 09:09:00,1.25,16333.0,United Kingdom
322131,565228,21915,RED  HARMONICA IN BOX ,840,2011-09-02 09:09:00,1.06,16333.0,United Kingdom
323064,565240,21098,CHRISTMAS TOILET ROLL,252,2011-09-02 10:05:00,1.06,17949.0,United Kingdom
323065,565240,22941,CHRISTMAS LIGHTS 10 REINDEER,120,2011-09-02 10:05:00,6.5,17949.0,United Kingdom
323066,565241,22197,POPCORN HOLDER,400,2011-09-02 10:06:00,0.72,17949.0,United Kingdom
323067,565241,21877,HOME SWEET HOME MUG,504,2011-09-02 10:06:00,1.06,17949.0,United Kingdom
323144,565247,22791,T-LIGHT GLASS FLUTED ANTIQUE,144,2011-09-02 10:31:00,1.06,15864.0,United Kingdom
323145,565247,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,144,2011-09-02 10:31:00,1.06,15864.0,United Kingdom
323251,565285,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,288,2011-09-02 11:34:00,2.75,16013.0,United Kingdom
323252,565285,79321,CHILLI LIGHTS,144,2011-09-02 11:34:00,4.95,16013.0,United Kingdom
323315,565288,23135,?,101,2011-09-02 11:43:00,0.0,,United Kingdom
323343,565291,82484,WOOD BLACK BOARD ANT WHITE FINISH,300,2011-09-02 11:53:00,4.8,18102.0,United Kingdom
323344,565291,82482,WOODEN PICTURE FRAME WHITE FINISH,324,2011-09-02 11:53:00,1.92,18102.0,United Kingdom
323345,565291,23135,SMALL ZINC HEART WALL ORGANISER,408,2011-09-02 11:53:00,3.32,18102.0,United Kingdom
323346,565291,22189,CREAM HEART CARD HOLDER,324,2011-09-02 11:53:00,2.31,18102.0,United Kingdom
323347,565291,22188,BLACK HEART CARD HOLDER,324,2011-09-02 11:53:00,2.31,18102.0,United Kingdom
323366,565293,23177,TREASURE ISLAND BOOK BOX,144,2011-09-02 11:59:00,1.95,17857.0,United Kingdom
323367,565293,23176,ABC TREASURE BOOK BOX ,144,2011-09-02 11:59:00,1.95,17857.0,United Kingdom
323564,565319,23348,,225,2011-09-02 13:07:00,0.0,,United Kingdom
323575,565320,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2011-09-02 13:10:00,0.42,16745.0,United Kingdom
323576,565320,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-09-02 13:10:00,0.42,16745.0,United Kingdom
323875,565376,21682,,144,2011-09-02 15:10:00,0.0,,United Kingdom
324065,565387,21213,PACK OF 72 SKULL CAKE CASES,120,2011-09-02 15:50:00,0.42,14560.0,United Kingdom
325861,565459,22998,TRAVEL CARD WALLET KEEP CALM,480,2011-09-05 09:20:00,0.36,16656.0,United Kingdom
325866,565459,84508A,CAMOUFLAGE DESIGN TEDDY,192,2011-09-05 09:20:00,2.1,16656.0,United Kingdom
325873,565460,16259,PIECE OF CAMO STATIONERY SET,324,2011-09-05 09:24:00,0.08,16843.0,United Kingdom
325877,565460,22608,PENS ASSORTED FUNKY JEWELED ,180,2011-09-05 09:24:00,0.19,16843.0,United Kingdom
325895,565460,22609,PENS ASSORTED SPACEBALL,144,2011-09-05 09:24:00,0.19,16843.0,United Kingdom
325896,565460,22610,PENS ASSORTED FUNNY FACE,144,2011-09-05 09:24:00,0.19,16843.0,United Kingdom
325940,565462,23293,SET OF 12 FAIRY CAKE BAKING CASES,128,2011-09-05 09:38:00,0.72,16551.0,United Kingdom
325941,565462,23295,SET OF 12 MINI LOAF BAKING CASES,128,2011-09-05 09:38:00,0.72,16551.0,United Kingdom
326291,565491,22950,36 DOILIES VINTAGE CHRISTMAS,144,2011-09-05 11:41:00,1.25,13881.0,United Kingdom
326292,565491,22952,60 CAKE CASES VINTAGE CHRISTMAS,120,2011-09-05 11:41:00,0.42,13881.0,United Kingdom
326296,565491,22945,CHRISTMAS METAL TAGS ASSORTED ,144,2011-09-05 11:41:00,0.72,13881.0,United Kingdom
326305,565491,22738,RIBBON REEL SNOWY VILLAGE,120,2011-09-05 11:41:00,1.45,13881.0,United Kingdom
326552,565556,POST,,750,2011-09-05 12:14:00,0.0,,United Kingdom
326638,565580,22865,HAND WARMER OWL DESIGN,480,2011-09-05 12:36:00,1.85,13851.0,United Kingdom
326746,565589,21181,PLEASE ONE PERSON METAL SIGN,192,2011-09-05 13:52:00,2.4,17450.0,United Kingdom
326748,565590,21166,COOK WITH WINE METAL SIGN ,144,2011-09-05 13:53:00,1.85,16029.0,United Kingdom
326751,565592,85150,LADIES & GENTLEMEN METAL SIGN,144,2011-09-05 13:54:00,2.1,16029.0,United Kingdom
327571,565680,21213,PACK OF 72 SKULL CAKE CASES,240,2011-09-06 10:27:00,0.42,14560.0,United Kingdom
327922,565736,22151,PLACE SETTING WHITE HEART,432,2011-09-06 12:27:00,0.36,13784.0,United Kingdom
328155,565763,21916,SET 12 RETRO WHITE CHALK STICKS,288,2011-09-06 14:09:00,0.36,14739.0,United Kingdom
328159,565763,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,128,2011-09-06 14:09:00,0.69,14739.0,United Kingdom
328161,565763,23378,PACK OF 12 50'S CHRISTMAS TISSUES,432,2011-09-06 14:09:00,0.32,14739.0,United Kingdom
328162,565763,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,432,2011-09-06 14:09:00,0.32,14739.0,United Kingdom
328164,565763,22950,36 DOILIES VINTAGE CHRISTMAS,144,2011-09-06 14:09:00,1.25,14739.0,United Kingdom
328591,565790,22952,60 CAKE CASES VINTAGE CHRISTMAS,120,2011-09-07 09:15:00,0.42,16767.0,United Kingdom
328592,565790,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,128,2011-09-07 09:15:00,0.69,16767.0,United Kingdom
328861,565836,23374,RED SPOT PAPER GIFT BAG,200,2011-09-07 11:41:00,0.72,17511.0,United Kingdom
328873,565836,22992,REVOLVER WOODEN RULER ,144,2011-09-07 11:41:00,1.65,17511.0,United Kingdom
328874,565836,21889,WOODEN BOX OF DOMINOES,144,2011-09-07 11:41:00,1.06,17511.0,United Kingdom
328889,565836,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-09-07 11:41:00,0.55,17511.0,United Kingdom
329930,565858,21871,SAVE THE PLANET MUG,504,2011-09-07 14:30:00,1.06,17949.0,United Kingdom
330077,565914,21326,AGED GLASS SILVER T-LIGHT HOLDER,144,2011-09-07 15:43:00,0.55,18093.0,United Kingdom
330752,565924,15036,ASSORTED COLOURS SILK FAN,120,2011-09-08 10:01:00,0.83,13026.0,United Kingdom
330753,565924,17003,BROCADE RING PURSE ,108,2011-09-08 10:01:00,0.39,13026.0,United Kingdom
331019,565936,22573,STAR WOODEN CHRISTMAS DECORATION,576,2011-09-08 10:49:00,0.72,15653.0,United Kingdom
331020,565936,22601,CHRISTMAS RETROSPOT ANGEL WOOD,576,2011-09-08 10:49:00,0.72,15653.0,United Kingdom
331398,566013,21833,CAMOUFLAGE LED TORCH,180,2011-09-08 12:16:00,1.49,17004.0,United Kingdom
331716,566028,16014,SMALL CHINESE STYLE SCISSOR,1000,2011-09-08 12:58:00,0.32,13848.0,United Kingdom
331805,566037,21232,STRAWBERRY CERAMIC TRINKET BOX,144,2011-09-08 13:26:00,1.06,13249.0,United Kingdom
332095,566057,16218,CARTOON  PENCIL SHARPENERS,160,2011-09-08 15:16:00,0.06,17997.0,United Kingdom
332799,566108,21326,AGED GLASS SILVER T-LIGHT HOLDER,288,2011-09-09 10:47:00,0.55,16027.0,United Kingdom
333049,566169,20984,12 PENCILS TALL TUBE POSY,192,2011-09-09 12:09:00,0.29,14414.0,United Kingdom
333652,566207,21703,BAG 125g SWIRLY MARBLES,864,2011-09-09 15:02:00,0.27,12830.0,United Kingdom
333653,566207,22536,MAGIC DRAWING SLATE PURDEY,192,2011-09-09 15:02:00,0.27,12830.0,United Kingdom
333654,566207,22535,MAGIC DRAWING SLATE BUNNIES ,192,2011-09-09 15:02:00,0.27,12830.0,United Kingdom
333655,566207,22533,MAGIC DRAWING SLATE BAKE A CAKE ,192,2011-09-09 15:02:00,0.27,12830.0,United Kingdom
333656,566207,22532,MAGIC DRAWING SLATE LEAP FROG ,192,2011-09-09 15:02:00,0.27,12830.0,United Kingdom
333657,566207,21790,VINTAGE SNAP CARDS,360,2011-09-09 15:02:00,0.58,12830.0,United Kingdom
333658,566207,22548,HEADS AND TAILS SPORTING FUN,216,2011-09-09 15:02:00,0.85,12830.0,United Kingdom
333689,566213,23310,BUBBLEGUM RING ASSORTED,180,2011-09-09 15:09:00,0.36,14895.0,United Kingdom
333846,566220,22952,60 CAKE CASES VINTAGE CHRISTMAS,120,2011-09-09 15:53:00,0.42,15251.0,United Kingdom
333858,566220,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,120,2011-09-09 15:53:00,0.42,15251.0,United Kingdom
334346,566241,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,144,2011-09-11 11:30:00,1.69,15939.0,United Kingdom
334374,566246,21731,RED TOADSTOOL LED NIGHT LIGHT,144,2011-09-11 12:00:00,1.45,13941.0,United Kingdom
334477,566255,23296,SET OF 6 TEA TIME BAKING CASES,128,2011-09-11 12:23:00,1.04,13324.0,United Kingdom
334478,566255,23294,SET OF 6 SNACK LOAF BAKING CASES,128,2011-09-11 12:23:00,0.72,13324.0,United Kingdom
334479,566255,23295,SET OF 12 MINI LOAF BAKING CASES,128,2011-09-11 12:23:00,0.72,13324.0,United Kingdom
334480,566255,22961,JAM MAKING SET PRINTED,192,2011-09-11 12:23:00,1.25,13324.0,United Kingdom
334489,566255,21213,PACK OF 72 SKULL CAKE CASES,240,2011-09-11 12:23:00,0.42,13324.0,United Kingdom
334490,566255,21975,PACK OF 60 DINOSAUR CAKE CASES,120,2011-09-11 12:23:00,0.42,13324.0,United Kingdom
334491,566255,84991,60 TEATIME FAIRY CAKE CASES,120,2011-09-11 12:23:00,0.42,13324.0,United Kingdom
334492,566255,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2011-09-11 12:23:00,0.42,13324.0,United Kingdom
334505,566257,21213,PACK OF 72 SKULL CAKE CASES,120,2011-09-11 12:34:00,0.42,13324.0,United Kingdom
334506,566257,21975,PACK OF 60 DINOSAUR CAKE CASES,120,2011-09-11 12:34:00,0.42,13324.0,United Kingdom
334507,566257,84991,60 TEATIME FAIRY CAKE CASES,120,2011-09-11 12:34:00,0.42,13324.0,United Kingdom
334508,566257,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2011-09-11 12:34:00,0.42,13324.0,United Kingdom
334595,566259,23313,VINTAGE CHRISTMAS BUNTING,150,2011-09-11 12:45:00,4.15,17317.0,United Kingdom
334597,566259,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,120,2011-09-11 12:45:00,2.55,17317.0,United Kingdom
334599,566259,22738,RIBBON REEL SNOWY VILLAGE,120,2011-09-11 12:45:00,1.45,17317.0,United Kingdom
334602,566260,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2011-09-11 12:45:00,0.42,14212.0,United Kingdom
334603,566260,84991,60 TEATIME FAIRY CAKE CASES,120,2011-09-11 12:45:00,0.42,14212.0,United Kingdom
334604,566260,21790,VINTAGE SNAP CARDS,144,2011-09-11 12:45:00,0.72,14212.0,United Kingdom
334607,566260,20723,STRAWBERRY CHARLOTTE BAG,200,2011-09-11 12:45:00,0.72,14212.0,United Kingdom
334608,566260,20724,RED RETROSPOT CHARLOTTE BAG,200,2011-09-11 12:45:00,0.72,14212.0,United Kingdom
334609,566260,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-09-11 12:45:00,0.42,14212.0,United Kingdom
335326,566282,23217,LAUREL HEART ANTIQUE SILVER,144,2011-09-11 14:29:00,1.04,15782.0,United Kingdom
335327,566282,23216,LAUREL HEART ANTIQUE GOLD,144,2011-09-11 14:29:00,1.04,15782.0,United Kingdom
335931,566295,84212,"ASSORTED FLOWER COLOUR ""LEIS""",480,2011-09-11 15:44:00,0.42,15547.0,United Kingdom
336228,566310,21917,SET 12 KIDS  WHITE CHALK STICKS,288,2011-09-12 09:39:00,0.36,15980.0,United Kingdom
336309,566316,23306,,682,2011-09-12 10:07:00,0.0,,United Kingdom
336439,566328,22492,MINI PAINT SET VINTAGE ,108,2011-09-12 12:19:00,0.65,13743.0,United Kingdom
336462,566334,20972,PINK CREAM FELT CRAFT TRINKET BOX ,144,2011-09-12 12:24:00,1.06,13798.0,United Kingdom
336465,566345,85114A,BLACK ENCHANTED FOREST PLACEMAT,120,2011-09-12 12:27:00,1.45,17685.0,United Kingdom
336778,566402,23310,BUBBLEGUM RING ASSORTED,108,2011-09-12 13:34:00,0.42,14997.0,United Kingdom
337397,566446,22197,POPCORN HOLDER,150,2011-09-12 15:40:00,1.63,,United Kingdom
337525,566447,72741,GRAND CHOCOLATECANDLE,216,2011-09-12 15:43:00,1.25,12989.0,United Kingdom
337837,566481,20713,JUMBO BAG OWLS,300,2011-09-13 09:33:00,1.79,15769.0,United Kingdom
337838,566481,22385,JUMBO BAG SPACEBOY DESIGN,200,2011-09-13 09:33:00,1.79,15769.0,United Kingdom
337839,566481,22386,JUMBO BAG PINK POLKADOT,200,2011-09-13 09:33:00,1.79,15769.0,United Kingdom
337962,566487,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-09-13 10:03:00,0.42,16422.0,United Kingdom
338960,566575,22469,HEART OF WICKER SMALL,120,2011-09-13 13:15:00,1.45,17133.0,United Kingdom
338961,566575,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,360,2011-09-13 13:15:00,0.55,17133.0,United Kingdom
338963,566575,23300,GARDENERS KNEELING PAD CUP OF TEA ,240,2011-09-13 13:15:00,1.45,17133.0,United Kingdom
338964,566575,23301,GARDENERS KNEELING PAD KEEP CALM ,240,2011-09-13 13:15:00,1.45,17133.0,United Kingdom
339236,566582,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-09-13 13:49:00,1.45,13384.0,United Kingdom
339414,566591,17084R,ASSORTED INCENSE PACK,144,2011-09-13 14:53:00,0.21,16036.0,United Kingdom
339449,566595,21975,PACK OF 60 DINOSAUR CAKE CASES,600,2011-09-13 15:03:00,0.42,18251.0,United Kingdom
339450,566595,21213,PACK OF 72 SKULL CAKE CASES,600,2011-09-13 15:03:00,0.42,18251.0,United Kingdom
339451,566595,84992,72 SWEETHEART FAIRY CAKE CASES,600,2011-09-13 15:03:00,0.42,18251.0,United Kingdom
339452,566595,84991,60 TEATIME FAIRY CAKE CASES,600,2011-09-13 15:03:00,0.42,18251.0,United Kingdom
339453,566595,23340,VINTAGE CHRISTMAS CAKE FRILL,480,2011-09-13 15:03:00,1.45,18251.0,United Kingdom
339454,566595,21212,PACK OF 72 RETROSPOT CAKE CASES,600,2011-09-13 15:03:00,0.42,18251.0,United Kingdom
339455,566595,21977,PACK OF 60 PINK PAISLEY CAKE CASES,600,2011-09-13 15:03:00,0.42,18251.0,United Kingdom
339456,566595,23378,PACK OF 12 50'S CHRISTMAS TISSUES,432,2011-09-13 15:03:00,0.32,18251.0,United Kingdom
339457,566595,23380,PACK OF 12 VINTAGE DOILY TISSUES,432,2011-09-13 15:03:00,0.32,18251.0,United Kingdom
339458,566595,23381,PACK OF 12 VINTAGE LEAF TISSUES ,432,2011-09-13 15:03:00,0.32,18251.0,United Kingdom
339459,566595,22094,RED RETROSPOT TISSUE BOX,360,2011-09-13 15:03:00,0.39,18251.0,United Kingdom
339460,566595,22096,PINK PAISLEY SQUARE TISSUE BOX ,432,2011-09-13 15:03:00,0.39,18251.0,United Kingdom
339461,566595,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,576,2011-09-13 15:03:00,0.72,18251.0,United Kingdom
339462,566595,22950,36 DOILIES VINTAGE CHRISTMAS,288,2011-09-13 15:03:00,1.25,18251.0,United Kingdom
339463,566595,22952,60 CAKE CASES VINTAGE CHRISTMAS,720,2011-09-13 15:03:00,0.42,18251.0,United Kingdom
340225,566615,23084,,344,2011-09-13 17:30:00,0.0,,United Kingdom
340396,566628,40016,CHINESE DRAGON PAPER LANTERNS,600,2011-09-14 10:32:00,0.25,12971.0,United Kingdom
340448,566635,71459,HANGING JAM JAR T-LIGHT HOLDERS,288,2011-09-14 10:54:00,0.85,,United Kingdom
340651,566708,22738,RIBBON REEL SNOWY VILLAGE,120,2011-09-14 11:55:00,1.45,13078.0,United Kingdom
340679,566709,21213,PACK OF 72 SKULL CAKE CASES,120,2011-09-14 11:58:00,0.42,16745.0,United Kingdom
340680,566709,21975,PACK OF 60 DINOSAUR CAKE CASES,120,2011-09-14 11:58:00,0.42,16745.0,United Kingdom
340976,566727,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,216,2011-09-14 13:12:00,1.06,17347.0,United Kingdom
341267,566740,22128,PARTY CONES CANDY ASSORTED,240,2011-09-14 14:34:00,1.06,17033.0,United Kingdom
341595,566762,85232D,,143,2011-09-14 17:35:00,0.0,,United Kingdom
341981,566788,22709,WRAP WEDDING DAY,200,2011-09-15 10:31:00,0.36,14306.0,United Kingdom
341983,566788,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,120,2011-09-15 10:31:00,2.1,14306.0,United Kingdom
342058,566790,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,120,2011-09-15 10:35:00,0.42,17679.0,United Kingdom
342100,566817,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-09-15 10:53:00,1.45,16160.0,United Kingdom
342108,566817,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2011-09-15 10:53:00,0.21,16160.0,United Kingdom
342250,566848,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,2011-09-15 12:02:00,2.55,18172.0,United Kingdom
342444,566866,22950,36 DOILIES VINTAGE CHRISTMAS,144,2011-09-15 12:55:00,1.25,13694.0,United Kingdom
342449,566866,23310,BUBBLEGUM RING ASSORTED,360,2011-09-15 12:55:00,0.36,13694.0,United Kingdom
342451,566866,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,144,2011-09-15 12:55:00,1.04,13694.0,United Kingdom
342453,566867,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,2011-09-15 12:56:00,0.72,13694.0,United Kingdom
342454,566867,51014A,"FEATHER PEN,HOT PINK",120,2011-09-15 12:56:00,0.39,13694.0,United Kingdom
342455,566867,51014C,"FEATHER PEN,COAL BLACK",120,2011-09-15 12:56:00,0.39,13694.0,United Kingdom
342456,566867,22993,SET OF 4 PANTRY JELLY MOULDS,144,2011-09-15 12:56:00,1.06,13694.0,United Kingdom
342457,566867,47566,PARTY BUNTING,150,2011-09-15 12:56:00,4.15,13694.0,United Kingdom
342838,566913,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,120,2011-09-15 14:07:00,2.1,17602.0,United Kingdom
343036,566929,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,120,2011-09-15 15:21:00,1.04,17428.0,United Kingdom
343037,566929,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,200,2011-09-15 15:21:00,0.72,17428.0,United Kingdom
343039,566929,22738,RIBBON REEL SNOWY VILLAGE,120,2011-09-15 15:21:00,1.45,17428.0,United Kingdom
343082,566931,22689,DOORMAT MERRY CHRISTMAS RED ,200,2011-09-15 15:27:00,4.58,18102.0,United Kingdom
343083,566931,22688,DOORMAT PEACE ON EARTH BLUE,600,2011-09-15 15:27:00,4.58,18102.0,United Kingdom
343084,566931,22687,DOORMAT CHRISTMAS VILLAGE,450,2011-09-15 15:27:00,4.58,18102.0,United Kingdom
343132,566934,48194,DOORMAT HEARTS,500,2011-09-15 15:34:00,4.58,18102.0,United Kingdom
343133,566934,48188,DOORMAT WELCOME PUPPIES,150,2011-09-15 15:34:00,4.58,18102.0,United Kingdom
343134,566934,48187,DOORMAT NEW ENGLAND,500,2011-09-15 15:34:00,4.58,18102.0,United Kingdom
343135,566934,48185,DOORMAT FAIRY CAKE,500,2011-09-15 15:34:00,4.58,18102.0,United Kingdom
343136,566934,48184,DOORMAT ENGLISH ROSE ,350,2011-09-15 15:34:00,4.58,18102.0,United Kingdom
343138,566934,48138,DOORMAT UNION FLAG,500,2011-09-15 15:34:00,4.58,18102.0,United Kingdom
343139,566934,48129,DOORMAT TOPIARY,300,2011-09-15 15:34:00,4.58,18102.0,United Kingdom
343140,566935,48116,DOORMAT MULTICOLOUR STRIPE,400,2011-09-15 15:35:00,4.58,18102.0,United Kingdom
343141,566935,48111,DOORMAT 3 SMILEY CATS,500,2011-09-15 15:35:00,4.58,18102.0,United Kingdom
343142,566935,22692,DOORMAT WELCOME TO OUR HOME,300,2011-09-15 15:35:00,4.58,18102.0,United Kingdom
343144,566935,22690,DOORMAT HOME SWEET HOME BLUE ,200,2011-09-15 15:35:00,4.58,18102.0,United Kingdom
343147,566936,22366,DOORMAT AIRMAIL ,150,2011-09-15 15:35:00,4.58,18102.0,United Kingdom
343148,566936,22365,DOORMAT RESPECTABLE HOUSE,200,2011-09-15 15:35:00,4.58,18102.0,United Kingdom
343151,566936,21523,DOORMAT FANCY FONT HOME SWEET HOME,200,2011-09-15 15:35:00,4.58,18102.0,United Kingdom
343543,566952,22421,LIPSTICK PEN FUSCHIA,310,2011-09-15 16:37:00,0.83,,United Kingdom
343926,566976,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,144,2011-09-16 09:27:00,0.29,15382.0,United Kingdom
344667,567093,22959,WRAP CHRISTMAS VILLAGE,200,2011-09-16 12:50:00,0.36,17144.0,United Kingdom
344822,567102,21382,SET/4 SPRING FLOWER DECORATION,120,2011-09-16 13:32:00,0.75,14124.0,United Kingdom
344823,567102,16045,POPART WOODEN PENCILS ASST,500,2011-09-16 13:32:00,0.04,14124.0,United Kingdom
344825,567102,21985,PACK OF 12 HEARTS DESIGN TISSUES ,432,2011-09-16 13:32:00,0.32,14124.0,United Kingdom
344826,567102,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,494,2011-09-16 13:32:00,0.29,14124.0,United Kingdom
345010,567131,21830,damaged,192,2011-09-16 14:13:00,0.0,,United Kingdom
345021,567137,84929,found,600,2011-09-16 14:39:00,0.0,,United Kingdom
345327,567162,23090,VINTAGE GLASS T-LIGHT HOLDER,144,2011-09-18 11:13:00,0.72,16525.0,United Kingdom
345659,567172,22075,6 RIBBONS ELEGANT CHRISTMAS ,144,2011-09-18 13:29:00,1.45,18194.0,United Kingdom
345660,567172,22027,TEA PARTY BIRTHDAY CARD,144,2011-09-18 13:29:00,0.36,18194.0,United Kingdom
345666,567173,22043,CHRISTMAS CARD SCREEN PRINT ,144,2011-09-18 13:29:00,0.36,16689.0,United Kingdom
346755,567201,23084,website fixed,110,2011-09-19 10:28:00,0.0,,United Kingdom
347559,567308,21213,PACK OF 72 SKULL CAKE CASES,120,2011-09-19 13:35:00,0.42,16422.0,United Kingdom
347561,567308,17003,BROCADE RING PURSE ,720,2011-09-19 13:35:00,0.32,16422.0,United Kingdom
347563,567309,21787,RAIN PONCHO RETROSPOT,1788,2011-09-19 13:39:00,0.85,12901.0,United Kingdom
348111,567377,23113,PANTRY CHOPPING BOARD,186,2011-09-20 09:55:00,5.15,17450.0,United Kingdom
348205,567381,21876,POTTERING MUG,624,2011-09-20 10:12:00,1.48,17450.0,United Kingdom
348206,567381,21873,IF YOU CAN'T STAND THE HEAT MUG,624,2011-09-20 10:12:00,1.48,17450.0,United Kingdom
348207,567381,21874,GIN AND TONIC MUG,744,2011-09-20 10:12:00,1.48,17450.0,United Kingdom
348208,567381,21877,HOME SWEET HOME MUG,624,2011-09-20 10:12:00,1.48,17450.0,United Kingdom
348209,567381,23108,SET OF 10 LED DOLLY LIGHTS,416,2011-09-20 10:12:00,6.5,17450.0,United Kingdom
348210,567381,22766,PHOTO FRAME CORNICE,416,2011-09-20 10:12:00,3.2,17450.0,United Kingdom
348211,567381,21485,RETROSPOT HEART HOT WATER BOTTLE,496,2011-09-20 10:12:00,5.1,17450.0,United Kingdom
348212,567381,22508,DOORSTOP RETROSPOT HEART,744,2011-09-20 10:12:00,4.08,17450.0,United Kingdom
